5.0001	1651.0000
5.0206	1627.0000
5.0411	1599.0000
5.0615	1540.0000
5.0820	1634.0000
5.1025	1616.0000
5.1230	1567.0000
5.1434	1572.0000
5.1639	1634.0000
5.1844	1522.0000
5.2049	1624.0000
5.2253	1536.0000
5.2458	1493.0000
5.2663	1526.0000
5.2868	1575.0000
5.3072	1460.0000
5.3277	1509.0000
5.3482	1462.0000
5.3687	1470.0000
5.3891	1507.0000
5.4096	1487.0000
5.4301	1475.0000
5.4506	1407.0000
5.4710	1535.0000
5.4915	1421.0000
5.5120	1431.0000
5.5325	1411.0000
5.5529	1448.0000
5.5734	1477.0000
5.5939	1380.0000
5.6144	1405.0000
5.6348	1355.0000
5.6553	1386.0000
5.6758	1409.0000
5.6963	1326.0000
5.7167	1316.0000
5.7372	1343.0000
5.7577	1332.0000
5.7782	1329.0000
5.7987	1331.0000
5.8191	1332.0000
5.8396	1352.0000
5.8601	1332.0000
5.8806	1237.0000
5.9010	1253.0000
5.9215	1305.0000
5.9420	1287.0000
5.9625	1201.0000
5.9829	1305.0000
6.0034	1269.0000
6.0239	1175.0000
6.0444	1224.0000
6.0648	1252.0000
6.0853	1252.0000
6.1058	1238.0000
6.1263	1155.0000
6.1467	1235.0000
6.1672	1154.0000
6.1877	1132.0000
6.2082	1225.0000
6.2286	1161.0000
6.2491	1151.0000
6.2696	1116.0000
6.2901	1116.0000
6.3105	1181.0000
6.3310	1178.0000
6.3515	1138.0000
6.3720	1057.0000
6.3924	1116.0000
6.4129	1100.0000
6.4334	1076.0000
6.4539	1067.0000
6.4743	1105.0000
6.4948	1063.0000
6.5153	1051.0000
6.5358	1075.0000
6.5562	1035.0000
6.5767	1044.0000
6.5972	1117.0000
6.6177	1061.0000
6.6382	1053.0000
6.6586	1069.0000
6.6791	972.0000
6.6996	998.0000
6.7201	1003.0000
6.7405	977.0000
6.7610	960.0000
6.7815	996.0000
6.8020	971.0000
6.8224	990.0000
6.8429	956.0000
6.8634	997.0000
6.8839	971.0000
6.9043	977.0000
6.9248	897.0000
6.9453	942.0000
6.9658	975.0000
6.9862	886.0000
7.0067	907.0000
7.0272	948.0000
7.0477	880.0000
7.0681	871.0000
7.0886	883.0000
7.1091	865.0000
7.1296	870.0000
7.1500	840.0000
7.1705	909.0000
7.1910	853.0000
7.2115	853.0000
7.2319	932.0000
7.2524	809.0000
7.2729	820.0000
7.2934	854.0000
7.3138	853.0000
7.3343	784.0000
7.3548	813.0000
7.3753	850.0000
7.3958	802.0000
7.4162	794.0000
7.4367	761.0000
7.4572	806.0000
7.4777	795.0000
7.4981	822.0000
7.5186	756.0000
7.5391	786.0000
7.5596	784.0000
7.5800	804.0000
7.6005	790.0000
7.6210	773.0000
7.6415	694.0000
7.6619	784.0000
7.6824	766.0000
7.7029	724.0000
7.7234	739.0000
7.7438	704.0000
7.7643	758.0000
7.7848	740.0000
7.8053	730.0000
7.8257	723.0000
7.8462	759.0000
7.8667	677.0000
7.8872	695.0000
7.9076	750.0000
7.9281	651.0000
7.9486	710.0000
7.9691	713.0000
7.9895	683.0000
8.0100	657.0000
8.0305	681.0000
8.0510	622.0000
8.0714	632.0000
8.0919	698.0000
8.1124	646.0000
8.1329	664.0000
8.1533	654.0000
8.1738	675.0000
8.1943	647.0000
8.2148	636.0000
8.2353	666.0000
8.2557	682.0000
8.2762	644.0000
8.2967	649.0000
8.3172	613.0000
8.3376	620.0000
8.3581	591.0000
8.3786	567.0000
8.3991	636.0000
8.4195	644.0000
8.4400	611.0000
8.4605	605.0000
8.4810	635.0000
8.5014	608.0000
8.5219	581.0000
8.5424	598.0000
8.5629	624.0000
8.5833	538.0000
8.6038	569.0000
8.6243	568.0000
8.6448	595.0000
8.6652	556.0000
8.6857	578.0000
8.7062	582.0000
8.7267	583.0000
8.7471	618.0000
8.7676	569.0000
8.7881	562.0000
8.8086	582.0000
8.8290	576.0000
8.8495	581.0000
8.8700	536.0000
8.8905	533.0000
8.9109	553.0000
8.9314	558.0000
8.9519	539.0000
