10.0001	198.0000
10.0585	192.0000
10.1168	211.0000
10.1752	191.0000
10.2335	205.0000
10.2919	199.0000
10.3502	193.0000
10.4086	208.0000
10.4669	210.0000
10.5253	193.0000
10.5837	187.0000
10.6420	171.0000
10.7004	198.0000
10.7587	191.0000
10.8171	189.0000
10.8754	198.0000
10.9338	215.0000
10.9921	179.0000
11.0505	177.0000
11.1089	185.0000
11.1672	189.0000
11.2256	206.0000
11.2839	168.0000
11.3423	182.0000
11.4006	179.0000
11.4590	196.0000
11.5173	167.0000
11.5757	185.0000
11.6341	194.0000
11.6924	200.0000
11.7508	191.0000
11.8091	148.0000
11.8675	161.0000
11.9258	199.0000
11.9842	202.0000
12.0425	186.0000
12.1009	183.0000
12.1593	186.0000
12.2176	173.0000
12.2760	173.0000
12.3343	177.0000
12.3927	189.0000
12.4510	170.0000
12.5094	151.0000
12.5677	164.0000
12.6261	184.0000
12.6845	188.0000
12.7428	181.0000
12.8012	145.0000
12.8595	160.0000
12.9179	170.0000
12.9762	152.0000
13.0346	136.0000
13.0929	158.0000
13.1513	159.0000
13.2097	141.0000
13.2680	144.0000
13.3264	172.0000
13.3847	150.0000
13.4431	164.0000
13.5014	162.0000
13.5598	144.0000
13.6181	135.0000
13.6765	129.0000
13.7349	134.0000
13.7932	151.0000
13.8516	146.0000
13.9099	176.0000
13.9683	144.0000
14.0266	141.0000
14.0850	150.0000
14.1433	152.0000
14.2017	134.0000
14.2601	144.0000
14.3184	155.0000
14.3768	138.0000
14.4351	122.0000
14.4935	117.0000
14.5518	128.0000
14.6102	122.0000
14.6685	120.0000
14.7269	118.0000
14.7853	118.0000
14.8436	118.0000
14.9020	140.0000
14.9603	112.0000
15.0187	90.0000
15.0770	109.0000
15.1354	135.0000
15.1937	109.0000
15.2521	102.0000
15.3105	125.0000
15.3688	106.0000
15.4272	125.0000
15.4855	129.0000
15.5439	124.0000
15.6022	125.0000
15.6606	120.0000
15.7189	121.0000
15.7773	113.0000
15.8357	130.0000
15.8940	102.0000
15.9524	120.0000
16.0107	105.0000
16.0691	138.0000
16.1274	106.0000
16.1858	133.0000
16.2441	116.0000
16.3025	137.0000
16.3609	93.0000
16.4192	116.0000
16.4776	111.0000
16.5359	126.0000
16.5943	120.0000
16.6526	109.0000
16.7110	115.0000
16.7693	115.0000
16.8277	127.0000
16.8861	143.0000
16.9444	102.0000
17.0028	109.0000
17.0611	103.0000
17.1195	119.0000
17.1778	124.0000
17.2362	119.0000
17.2945	105.0000
17.3529	102.0000
17.4113	124.0000
17.4696	104.0000
17.5280	99.0000
17.5863	128.0000
17.6447	91.0000
17.7030	118.0000
17.7614	126.0000
17.8197	114.0000
17.8781	107.0000
17.9365	111.0000
17.9948	90.0000
18.0532	115.0000
18.1115	113.0000
18.1699	122.0000
18.2282	95.0000
18.2866	109.0000
18.3449	115.0000
18.4033	104.0000
18.4617	92.0000
18.5200	104.0000
18.5784	93.0000
18.6367	98.0000
18.6951	113.0000
18.7534	109.0000
18.8118	113.0000
18.8702	99.0000
18.9285	107.0000
18.9869	116.0000
19.0452	117.0000
19.1036	113.0000
19.1619	103.0000
19.2203	90.0000
19.2786	94.0000
19.3370	101.0000
19.3954	118.0000
19.4537	117.0000
19.5121	114.0000
19.5704	103.0000
19.6288	113.0000
19.6871	101.0000
19.7455	105.0000
19.8038	88.0000
19.8622	95.0000
19.9206	113.0000
19.9789	84.0000
20.0373	96.0000
20.0956	102.0000
20.1540	85.0000
20.2123	107.0000
20.2707	97.0000
20.3290	105.0000
20.3874	94.0000
20.4458	91.0000
20.5041	106.0000
20.5625	115.0000
20.6208	112.0000
20.6792	122.0000
20.7375	100.0000
20.7959	100.0000
20.8542	124.0000
20.9126	111.0000
20.9710	100.0000
21.0293	93.0000
21.0877	103.0000
21.1460	113.0000
21.2044	129.0000
21.2627	127.0000
21.3211	108.0000
21.3794	102.0000
21.4378	118.0000
21.4962	111.0000
21.5545	108.0000
21.6129	102.0000
21.6712	99.0000
21.7296	132.0000
21.7879	118.0000
21.8463	115.0000
21.9046	119.0000
21.9630	117.0000
22.0214	105.0000
22.0797	115.0000
22.1381	120.0000
22.1964	117.0000
22.2548	126.0000
22.3131	101.0000
22.3715	111.0000
22.4298	117.0000
22.4882	116.0000
22.5466	108.0000
22.6049	115.0000
22.6633	102.0000
22.7216	112.0000
22.7800	122.0000
22.8383	99.0000
22.8967	122.0000
22.9550	132.0000
23.0134	105.0000
23.0718	116.0000
23.1301	119.0000
23.1885	85.0000
23.2468	123.0000
23.3052	139.0000
23.3635	131.0000
23.4219	122.0000
23.4802	123.0000
23.5386	102.0000
23.5970	106.0000
23.6553	125.0000
23.7137	127.0000
23.7720	107.0000
23.8304	139.0000
23.8887	131.0000
23.9471	138.0000
24.0054	137.0000
24.0638	115.0000
24.1222	109.0000
24.1805	120.0000
24.2389	140.0000
24.2972	123.0000
24.3556	135.0000
